Sales Person,Country,Product,Date,Amount,Boxes Shipped,Month,Year,Price_Per_Box
Andria Kimpton,UK,50% Dark Bites,2023-08-24,2854.85,337,8,2023,8.471364985163204
Kelci Walkden,New Zealand,After Nines,2023-07-07,147.82,74,7,2023,1.9975675675675675
Camilla Castle,Australia,85% Dark Bars,2023-05-19,3790.51,14,5,2023,270.7507142857143
Karlen McCaffrey,India,Manuka Honey Choco,2023-07-04,2487.19,583,7,2023,4.266192109777015
Kelci Walkden,USA,After Nines,2023-06-02,1021.27,17,6,2023,60.07470588235294
Karlen McCaffrey,USA,Raspberry Choco,2023-04-15,15370.06,353,4,2023,43.54124645892351
Mallorie Waber,Canada,Choco Coated Almonds,2023-07-11,5345.58,250,7,2023,21.38232
Andria Kimpton,India,Spicy Special Slims,2023-02-23,6559.44,154,2,2023,42.59376623376623
Madelene Upcott,Canada,Almond Choco,2023-08-22,8282.93,107,8,2023,77.41056074766355
Kaine Padly,USA,Peanut Butter Cubes,2023-02-16,6981.4,189,2,2023,36.93862433862434
Van Tuxwell,USA,50% Dark Bites,2023-01-13,10280.17,155,1,2023,66.32367741935484
Curtice Advani,Australia,Milk Bars,2023-02-14,7703.62,20,2,2023,385.181
Roddy Speechley,India,Eclairs,2023-06-10,4489.81,310,6,2023,14.48325806451613
Curtice Advani,India,Fruit & Nut Bars,2023-07-07,5806.11,190,7,2023,30.558473684210526
Curtice Advani,Canada,Almond Choco,2023-03-24,5148.7,76,3,2023,67.74605263157895
Brien Boise,Australia,Fruit & Nut Bars,2023-06-06,8558.59,24,6,2023,356.60791666666665
Dotty Strutley,Australia,Drinking Coco,2023-07-19,94.19,145,7,2023,0.6495862068965517
Beverie Moffet,USA,Raspberry Choco,2023-04-19,16223.83,87,4,2023,186.48080459770114
Marney O'Breen,India,85% Dark Bars,2023-07-19,2439.06,175,7,2023,13.937485714285714
Jehu Rudeforth,Canada,Drinking Coco,2023-07-15,466.65,23,7,2023,20.289130434782606
Ches Bonnell,New Zealand,Spicy Special Slims,2023-02-14,4044.24,18,2,2023,224.67999999999998
Brien Boise,Canada,99% Dark & Pure,2023-05-18,17675.28,446,5,2023,39.63067264573991
Barr Faughny,Australia,Fruit & Nut Bars,2023-06-30,17280.98,58,6,2023,297.94793103448274
Andria Kimpton,Australia,50% Dark Bites,2023-06-02,5091.78,219,6,2023,23.250136986301367
Andria Kimpton,Australia,Drinking Coco,2023-06-28,1657.2,49,6,2023,33.820408163265306
Marney O'Breen,Australia,Organic Choco Syrup,2023-05-16,305.79,189,5,2023,1.617936507936508
Kelci Walkden,Canada,Baker's Choco Chips,2023-05-26,3377.41,325,5,2023,10.392030769230768
Karlen McCaffrey,India,Almond Choco,2023-07-06,6188.62,157,7,2023,39.41796178343949
Oby Sorrel,India,99% Dark & Pure,2023-05-27,10914.36,11,5,2023,992.2145454545455
Wilone O'Kielt,Australia,Caramel Stuffed Bars,2023-04-14,2342.07,12,4,2023,195.1725
Van Tuxwell,Australia,Organic Choco Syrup,2023-08-10,21762.8,15,8,2023,1450.8533333333332
Camilla Castle,India,50% Dark Bites,2023-07-04,10539.54,398,7,2023,26.48125628140704
Oby Sorrel,India,Organic Choco Syrup,2023-07-08,6665.87,60,7,2023,111.09783333333333
Jan Morforth,USA,Peanut Butter Cubes,2023-07-22,9605.11,98,7,2023,98.01132653061225
Gigi Bohling,USA,Choco Coated Almonds,2023-03-02,13018.0,103,3,2023,126.3883495145631
Gigi Bohling,UK,Almond Choco,2023-01-10,6046.4,10,1,2023,604.64
Jehu Rudeforth,New Zealand,White Choc,2023-03-11,3078.33,231,3,2023,13.326103896103897
Andria Kimpton,New Zealand,Peanut Butter Cubes,2023-06-20,970.96,291,6,2023,3.3366323024054982
Van Tuxwell,UK,Organic Choco Syrup,2023-08-26,2064.71,208,8,2023,9.926490384615384
Roddy Speechley,Canada,Milk Bars,2023-07-13,679.94,34,7,2023,19.99823529411765
Camilla Castle,USA,Spicy Special Slims,2023-02-11,1311.25,251,2,2023,5.22410358565737
Marney O'Breen,USA,Orange Choco,2023-01-27,8692.64,184,1,2023,47.24260869565217
Van Tuxwell,UK,99% Dark & Pure,2023-01-31,4993.21,145,1,2023,34.435931034482756
Camilla Castle,USA,White Choc,2023-08-18,10898.19,24,8,2023,454.09125
Andria Kimpton,USA,Raspberry Choco,2023-06-30,15565.91,21,6,2023,741.2338095238096
Dotty Strutley,Australia,Fruit & Nut Bars,2023-08-23,280.59,328,8,2023,0.8554573170731706
Brien Boise,New Zealand,Mint Chip Choco,2023-08-01,66.35,197,8,2023,0.33680203045685275
Roddy Speechley,New Zealand,After Nines,2023-05-25,8766.45,10,5,2023,876.6450000000001
Roddy Speechley,Canada,Organic Choco Syrup,2023-01-10,4265.48,85,1,2023,50.18211764705882
Dennison Crosswaite,Australia,70% Dark Bites,2023-02-07,6087.53,113,2,2023,53.87194690265486
Karlen McCaffrey,USA,Orange Choco,2023-05-12,11694.48,425,5,2023,27.516423529411764
Madelene Upcott,Australia,Spicy Special Slims,2023-03-07,7616.38,392,3,2023,19.42954081632653
Dennison Crosswaite,Australia,85% Dark Bars,2023-04-05,7807.02,419,4,2023,18.632505966587114
Andria Kimpton,Canada,Caramel Stuffed Bars,2023-01-03,7990.91,343,1,2023,23.297113702623907
Dennison Crosswaite,UK,Eclairs,2023-03-24,6757.17,276,3,2023,24.4825
Madelene Upcott,India,Raspberry Choco,2023-07-07,4409.21,10,7,2023,440.921
Van Tuxwell,USA,After Nines,2023-07-26,722.25,255,7,2023,2.8323529411764707
Wilone O'Kielt,Australia,Organic Choco Syrup,2023-07-07,1896.24,115,7,2023,16.489043478260868
Karlen McCaffrey,Canada,50% Dark Bites,2023-07-15,2966.83,65,7,2023,45.64353846153846
Roddy Speechley,New Zealand,Orange Choco,2023-04-01,51.29,100,4,2023,0.5129
Beverie Moffet,Australia,Eclairs,2023-06-20,1835.42,6,6,2023,305.90333333333336
Kelci Walkden,UK,Fruit & Nut Bars,2023-06-29,14592.11,509,6,2023,28.66819253438114
Marney O'Breen,USA,50% Dark Bites,2023-06-15,1114.13,106,6,2023,10.51066037735849
Husein Augar,USA,After Nines,2023-04-08,13051.75,193,4,2023,67.62564766839378
Dennison Crosswaite,Australia,Raspberry Choco,2023-03-14,5997.71,31,3,2023,193.47451612903225
Andria Kimpton,USA,Fruit & Nut Bars,2023-07-15,1588.28,352,7,2023,4.5121590909090905
Kelci Walkden,India,Eclairs,2023-04-19,5344.21,80,4,2023,66.802625
Marney O'Breen,USA,99% Dark & Pure,2023-03-28,4646.91,317,3,2023,14.659022082018927
Brien Boise,Canada,Spicy Special Slims,2023-03-04,8929.88,100,3,2023,89.29879999999999
Karlen McCaffrey,New Zealand,70% Dark Bites,2023-08-02,141.23,38,8,2023,3.7165789473684208
Husein Augar,UK,Spicy Special Slims,2023-08-25,5068.99,45,8,2023,112.64422222222221
Marney O'Breen,USA,Almond Choco,2023-02-25,8012.72,163,2,2023,49.15779141104294
Kelci Walkden,India,Orange Choco,2023-06-07,10587.71,134,6,2023,79.01276119402985
Jan Morforth,India,Spicy Special Slims,2023-04-12,2155.62,495,4,2023,4.354787878787879
Ches Bonnell,India,Spicy Special Slims,2023-07-06,11010.43,103,7,2023,106.89737864077671
Kelci Walkden,UK,Smooth Sliky Salty,2023-01-19,6787.72,192,1,2023,35.35270833333333
Madelene Upcott,Australia,Fruit & Nut Bars,2023-01-05,5715.07,90,1,2023,63.50077777777778
Madelene Upcott,Canada,70% Dark Bites,2023-01-24,12100.65,142,1,2023,85.21584507042253
Wilone O'Kielt,Australia,Drinking Coco,2023-04-06,623.75,285,4,2023,2.18859649122807
Gunar Cockshoot,Australia,Fruit & Nut Bars,2023-06-15,6528.42,22,6,2023,296.74636363636364
Gigi Bohling,Canada,Baker's Choco Chips,2023-01-28,1540.55,47,1,2023,32.77765957446808
Kelci Walkden,India,Caramel Stuffed Bars,2023-03-16,487.06,123,3,2023,3.959837398373984
Rafaelita Blaksland,Australia,Drinking Coco,2023-02-21,11630.38,431,2,2023,26.9846403712297
Kelci Walkden,USA,Manuka Honey Choco,2023-02-16,17297.66,96,2,2023,180.18395833333332
Jehu Rudeforth,Canada,Spicy Special Slims,2023-01-13,2043.55,28,1,2023,72.98392857142856
Kelci Walkden,Australia,Eclairs,2023-03-23,8168.86,570,3,2023,14.331333333333333
Curtice Advani,Canada,Spicy Special Slims,2023-06-16,933.45,122,6,2023,7.651229508196722
Oby Sorrel,India,Raspberry Choco,2023-04-14,6826.32,44,4,2023,155.14363636363635
Kelci Walkden,UK,Eclairs,2023-01-25,5029.35,61,1,2023,82.44836065573772
Jan Morforth,India,Almond Choco,2023-03-11,5143.49,21,3,2023,244.92809523809524
Dotty Strutley,UK,Almond Choco,2023-07-28,16707.88,102,7,2023,163.80274509803922
Marney O'Breen,New Zealand,After Nines,2023-03-09,1558.87,46,3,2023,33.88847826086956
Husein Augar,Australia,Orange Choco,2023-06-28,9332.76,196,6,2023,47.616122448979596
Marney O'Breen,Australia,Milk Bars,2023-07-28,2673.47,375,7,2023,7.129253333333333
Kelci Walkden,Canada,99% Dark & Pure,2023-08-15,4950.21,54,8,2023,91.67055555555555
Kaine Padly,Australia,Manuka Honey Choco,2023-01-12,2919.11,271,1,2023,10.771623616236162
Beverie Moffet,New Zealand,White Choc,2023-03-24,8003.23,7,3,2023,1143.3185714285714
Van Tuxwell,UK,Milk Bars,2023-07-25,4902.78,91,7,2023,53.87670329670329
Oby Sorrel,Canada,99% Dark & Pure,2023-08-01,4033.53,430,8,2023,9.380302325581395
Van Tuxwell,India,Organic Choco Syrup,2023-05-16,22751.18,182,5,2023,125.00648351648351
Roddy Speechley,India,Smooth Sliky Salty,2023-08-10,5118.11,137,8,2023,37.35846715328467
Jan Morforth,India,Eclairs,2023-01-05,2835.9,26,1,2023,109.07307692307693
Ches Bonnell,UK,Smooth Sliky Salty,2023-07-11,5828.22,121,7,2023,48.16710743801653
Wilone O'Kielt,USA,After Nines,2023-04-25,396.19,32,4,2023,12.3809375
Gigi Bohling,New Zealand,Fruit & Nut Bars,2023-04-04,11226.5,118,4,2023,95.13983050847457
Barr Faughny,USA,Raspberry Choco,2023-04-12,10102.86,107,4,2023,94.41925233644861
Wilone O'Kielt,New Zealand,85% Dark Bars,2023-08-02,2084.86,119,8,2023,17.519831932773112
Gigi Bohling,New Zealand,Manuka Honey Choco,2023-06-28,8495.79,268,6,2023,31.700708955223885
Ches Bonnell,Australia,Eclairs,2023-07-05,4248.34,130,7,2023,32.67953846153846
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,2023-06-07,2236.11,46,6,2023,48.61108695652174
Brien Boise,New Zealand,Smooth Sliky Salty,2023-01-18,1124.27,26,1,2023,43.24115384615384
Brien Boise,Australia,Baker's Choco Chips,2023-01-04,12870.47,227,1,2023,56.69810572687224
Dennison Crosswaite,Australia,99% Dark & Pure,2023-01-31,3017.66,19,1,2023,158.8242105263158
Kelci Walkden,India,Almond Choco,2023-03-14,3574.12,149,3,2023,23.98738255033557
Camilla Castle,Australia,70% Dark Bites,2023-04-29,6249.31,509,4,2023,12.27762278978389
Oby Sorrel,India,Smooth Sliky Salty,2023-02-07,10759.61,107,2,2023,100.55710280373832
Kaine Padly,UK,Organic Choco Syrup,2023-03-31,2508.03,175,3,2023,14.331600000000002
Marney O'Breen,India,Caramel Stuffed Bars,2023-03-16,4997.82,83,3,2023,60.214698795180716
Karlen McCaffrey,UK,Eclairs,2023-01-25,7901.09,200,1,2023,39.50545
Van Tuxwell,India,Baker's Choco Chips,2023-06-20,3133.42,479,6,2023,6.541586638830898
Gigi Bohling,UK,After Nines,2023-03-29,8320.29,171,3,2023,48.65666666666667
Curtice Advani,Australia,Orange Choco,2023-07-12,909.93,132,7,2023,6.89340909090909
Jehu Rudeforth,Canada,Smooth Sliky Salty,2023-07-11,5631.26,142,7,2023,39.65676056338028
Karlen McCaffrey,Canada,Smooth Sliky Salty,2023-01-19,3283.44,186,1,2023,17.65290322580645
Andria Kimpton,USA,85% Dark Bars,2023-04-05,9458.03,87,4,2023,108.71298850574713
Jehu Rudeforth,Canada,Milk Bars,2023-02-21,7726.25,12,2,2023,643.8541666666666
Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,2023-05-20,14369.4,15,5,2023,957.9599999999999
Mallorie Waber,Australia,Milk Bars,2023-07-29,2829.57,106,7,2023,26.694056603773586
Barr Faughny,USA,Fruit & Nut Bars,2023-01-28,9370.61,45,1,2023,208.2357777777778
Marney O'Breen,UK,Caramel Stuffed Bars,2023-07-19,3651.49,112,7,2023,32.60258928571428
Mallorie Waber,New Zealand,Manuka Honey Choco,2023-04-13,10229.99,12,4,2023,852.4991666666666
Roddy Speechley,India,Peanut Butter Cubes,2023-02-11,11596.89,22,2,2023,527.1313636363636
Roddy Speechley,New Zealand,Milk Bars,2023-03-02,5857.9,111,3,2023,52.77387387387387
Ches Bonnell,Australia,White Choc,2023-03-02,1177.64,206,3,2023,5.716699029126214
Van Tuxwell,USA,99% Dark & Pure,2023-07-28,12930.11,6,7,2023,2155.0183333333334
Kelci Walkden,India,After Nines,2023-01-07,1732.04,531,1,2023,3.261845574387947
Brien Boise,UK,White Choc,2023-04-12,5837.17,173,4,2023,33.74086705202312
Van Tuxwell,Canada,Almond Choco,2023-06-27,3424.66,70,6,2023,48.92371428571428
Jehu Rudeforth,Australia,50% Dark Bites,2023-01-14,5700.28,422,1,2023,13.50777251184834
Karlen McCaffrey,UK,Baker's Choco Chips,2023-02-07,5094.48,373,2,2023,13.658123324396781
Jehu Rudeforth,Australia,Orange Choco,2023-03-23,14529.2,26,3,2023,558.8153846153847
Marney O'Breen,India,Peanut Butter Cubes,2023-01-10,6761.28,145,1,2023,46.62951724137931
Oby Sorrel,UK,Choco Coated Almonds,2023-03-17,10370.44,44,3,2023,235.6918181818182
Gigi Bohling,USA,Spicy Special Slims,2023-01-21,12450.24,57,1,2023,218.42526315789473
Barr Faughny,Australia,White Choc,2023-07-04,8927.63,386,7,2023,23.128575129533676
Kaine Padly,Canada,Peanut Butter Cubes,2023-07-04,3438.7,191,7,2023,18.00366492146597
Dotty Strutley,USA,Manuka Honey Choco,2023-08-10,299.71,207,8,2023,1.4478743961352656
Dennison Crosswaite,Australia,50% Dark Bites,2023-04-01,7374.26,12,4,2023,614.5216666666666
Gigi Bohling,India,Raspberry Choco,2023-02-22,2775.87,174,2,2023,15.953275862068965
Camilla Castle,UK,White Choc,2023-01-03,9957.66,194,1,2023,51.32814432989691
Karlen McCaffrey,India,Drinking Coco,2023-05-31,5064.88,251,5,2023,20.178804780876494
Dotty Strutley,UK,99% Dark & Pure,2023-01-03,9865.05,273,1,2023,36.135714285714286
Husein Augar,New Zealand,Caramel Stuffed Bars,2023-01-27,571.52,489,1,2023,1.1687525562372187
Barr Faughny,UK,50% Dark Bites,2023-01-28,656.44,67,1,2023,9.79761194029851
Curtice Advani,Australia,Organic Choco Syrup,2023-06-28,4008.93,301,6,2023,13.318704318936877
Husein Augar,UK,Choco Coated Almonds,2023-03-02,4679.06,43,3,2023,108.81534883720931
Wilone O'Kielt,Australia,After Nines,2023-05-27,3446.84,28,5,2023,123.10142857142857
Dennison Crosswaite,USA,Almond Choco,2023-06-30,11884.52,82,6,2023,144.93317073170732
Barr Faughny,Canada,Peanut Butter Cubes,2023-06-07,2167.19,85,6,2023,25.49635294117647
Kaine Padly,USA,70% Dark Bites,2023-05-12,4199.84,107,5,2023,39.25084112149533
Barr Faughny,New Zealand,Raspberry Choco,2023-07-29,7358.7,68,7,2023,108.21617647058824
Dennison Crosswaite,UK,White Choc,2023-08-03,7870.09,274,8,2023,28.722956204379564
Barr Faughny,India,Baker's Choco Chips,2023-08-18,7454.25,148,8,2023,50.366554054054056
Van Tuxwell,New Zealand,Smooth Sliky Salty,2023-06-14,3112.3,41,6,2023,75.90975609756099
Beverie Moffet,UK,White Choc,2023-06-30,6901.22,80,6,2023,86.26525000000001
Camilla Castle,New Zealand,Mint Chip Choco,2023-06-13,1178.0,199,6,2023,5.919597989949748
Ches Bonnell,UK,Orange Choco,2023-04-27,14953.83,53,4,2023,282.14773584905663
Jan Morforth,Australia,White Choc,2023-07-27,3958.57,33,7,2023,119.95666666666668
Mallorie Waber,Canada,85% Dark Bars,2023-04-20,1639.01,430,4,2023,3.8116511627906977
Rafaelita Blaksland,India,Spicy Special Slims,2023-01-04,8586.04,144,1,2023,59.62527777777778
Ches Bonnell,Australia,Mint Chip Choco,2023-02-21,10000.22,98,2,2023,102.04306122448979
Karlen McCaffrey,Australia,White Choc,2023-01-05,8448.39,52,1,2023,162.46903846153845
Beverie Moffet,India,Drinking Coco,2023-07-15,6984.74,51,7,2023,136.9556862745098
Brien Boise,Australia,Choco Coated Almonds,2023-05-25,5641.54,61,5,2023,92.48426229508196
Karlen McCaffrey,Canada,Eclairs,2023-04-20,3850.87,372,4,2023,10.351801075268817
Gigi Bohling,USA,99% Dark & Pure,2023-06-02,885.68,240,6,2023,3.6903333333333332
Marney O'Breen,UK,Smooth Sliky Salty,2023-05-13,21251.67,91,5,2023,233.53483516483516
Beverie Moffet,New Zealand,Baker's Choco Chips,2023-08-03,1452.61,142,8,2023,10.229647887323942
Beverie Moffet,Australia,Milk Bars,2023-05-25,793.17,400,5,2023,1.9829249999999998
Van Tuxwell,UK,Raspberry Choco,2023-03-16,7152.22,83,3,2023,86.17132530120482
Jan Morforth,Australia,Orange Choco,2023-07-04,3364.44,126,7,2023,26.701904761904764
Jehu Rudeforth,India,50% Dark Bites,2023-07-05,3470.6,129,7,2023,26.903875968992246
Madelene Upcott,USA,After Nines,2023-03-15,4676.32,440,3,2023,10.628
Barr Faughny,UK,Raspberry Choco,2023-08-22,6323.45,70,8,2023,90.335
Ches Bonnell,Australia,70% Dark Bites,2023-01-12,3252.7,119,1,2023,27.33361344537815
Marney O'Breen,UK,Baker's Choco Chips,2023-06-10,254.16,161,6,2023,1.5786335403726708
Kaine Padly,Australia,Peanut Butter Cubes,2023-03-25,6127.37,299,3,2023,20.4928762541806
Rafaelita Blaksland,India,Almond Choco,2023-07-27,3791.66,100,7,2023,37.916599999999995
Husein Augar,UK,Caramel Stuffed Bars,2023-04-15,17059.69,456,4,2023,37.41160087719298
Roddy Speechley,India,Orange Choco,2023-06-27,4154.44,18,6,2023,230.8022222222222
Jehu Rudeforth,UK,70% Dark Bites,2023-04-14,6168.51,280,4,2023,22.030392857142857
Husein Augar,Australia,Manuka Honey Choco,2023-03-15,7984.45,95,3,2023,84.04684210526315
Madelene Upcott,USA,Eclairs,2023-03-18,9108.33,213,3,2023,42.76211267605634
Brien Boise,India,Eclairs,2023-04-29,1511.51,58,4,2023,26.06051724137931
Mallorie Waber,New Zealand,White Choc,2023-02-25,3364.28,265,2,2023,12.695396226415095
Husein Augar,USA,Milk Bars,2023-03-02,934.49,54,3,2023,17.30537037037037
Van Tuxwell,Australia,Milk Bars,2023-06-20,8895.7,91,6,2023,97.75494505494507
Beverie Moffet,Canada,White Choc,2023-07-15,9957.2,185,7,2023,53.822702702702706
Dotty Strutley,Australia,50% Dark Bites,2023-05-12,3359.18,256,5,2023,13.121796875
Mallorie Waber,New Zealand,Organic Choco Syrup,2023-07-01,5098.29,276,7,2023,18.472065217391304
Husein Augar,USA,85% Dark Bars,2023-08-08,398.28,52,8,2023,7.659230769230769
Madelene Upcott,Australia,50% Dark Bites,2023-07-25,7473.14,6,7,2023,1245.5233333333333
Wilone O'Kielt,UK,Drinking Coco,2023-05-18,3638.66,59,5,2023,61.67220338983051
Camilla Castle,India,Peanut Butter Cubes,2023-07-15,12507.08,284,7,2023,44.039014084507045
Curtice Advani,India,70% Dark Bites,2023-07-05,2393.79,48,7,2023,49.870625
Mallorie Waber,USA,Manuka Honey Choco,2023-07-04,6136.99,94,7,2023,65.28712765957447
Dotty Strutley,UK,70% Dark Bites,2023-06-20,1264.43,232,6,2023,5.450129310344828
Gunar Cockshoot,Australia,Almond Choco,2023-01-25,4101.26,425,1,2023,9.650023529411765
Kaine Padly,New Zealand,Spicy Special Slims,2023-07-01,8106.88,40,7,2023,202.672
Gigi Bohling,USA,50% Dark Bites,2023-04-13,2456.1,58,4,2023,42.34655172413793
Beverie Moffet,UK,Smooth Sliky Salty,2023-05-04,4726.6,75,5,2023,63.02133333333334
Beverie Moffet,Australia,Baker's Choco Chips,2023-08-04,3482.73,108,8,2023,32.2475
Beverie Moffet,India,70% Dark Bites,2023-06-01,467.19,159,6,2023,2.938301886792453
Jehu Rudeforth,UK,Choco Coated Almonds,2023-04-22,4875.38,185,4,2023,26.353405405405407
Kaine Padly,USA,50% Dark Bites,2023-08-03,70.6,27,8,2023,2.6148148148148147
Ches Bonnell,USA,Orange Choco,2023-06-10,1835.22,73,6,2023,25.14
Gunar Cockshoot,UK,Manuka Honey Choco,2023-06-27,7304.74,49,6,2023,149.07632653061225
Marney O'Breen,Australia,Smooth Sliky Salty,2023-01-03,3967.85,163,1,2023,24.342638036809817
Marney O'Breen,India,After Nines,2023-07-11,2800.67,190,7,2023,14.740368421052631
Ches Bonnell,New Zealand,Milk Bars,2023-08-17,4474.52,120,8,2023,37.287666666666674
Rafaelita Blaksland,USA,Fruit & Nut Bars,2023-01-18,2737.03,63,1,2023,43.444920634920635
Ches Bonnell,India,Organic Choco Syrup,2023-03-08,16717.26,102,3,2023,163.89470588235292
Mallorie Waber,Australia,Orange Choco,2023-03-07,16112.73,282,3,2023,57.13734042553191
Husein Augar,India,70% Dark Bites,2023-05-09,6898.0,163,5,2023,42.31901840490798
Barr Faughny,New Zealand,85% Dark Bars,2023-05-23,2151.04,170,5,2023,12.653176470588235
Madelene Upcott,UK,Caramel Stuffed Bars,2023-04-15,172.51,152,4,2023,1.1349342105263158
Gigi Bohling,Australia,Drinking Coco,2023-07-27,2949.02,153,7,2023,19.274640522875817
Marney O'Breen,Canada,Choco Coated Almonds,2023-08-22,2790.72,435,8,2023,6.415448275862069
Ches Bonnell,USA,70% Dark Bites,2023-05-11,5054.42,127,5,2023,39.798582677165356
Madelene Upcott,India,Organic Choco Syrup,2023-01-26,5418.75,37,1,2023,146.4527027027027
Barr Faughny,USA,50% Dark Bites,2023-04-14,14604.67,128,4,2023,114.098984375
Dennison Crosswaite,New Zealand,Mint Chip Choco,2023-04-05,6668.93,419,4,2023,15.916300715990454
Marney O'Breen,New Zealand,Smooth Sliky Salty,2023-06-14,9689.7,58,6,2023,167.0637931034483
Brien Boise,Canada,Almond Choco,2023-04-13,5026.81,123,4,2023,40.86837398373984
Beverie Moffet,Australia,White Choc,2023-06-27,2379.01,178,6,2023,13.365224719101125
Dotty Strutley,Australia,Eclairs,2023-01-26,7770.55,3,1,2023,2590.1833333333334
Barr Faughny,UK,White Choc,2023-07-05,1837.47,77,7,2023,23.863246753246752
Beverie Moffet,Canada,Baker's Choco Chips,2023-01-11,14625.75,90,1,2023,162.50833333333333
Kelci Walkden,USA,White Choc,2023-03-07,10305.4,22,3,2023,468.42727272727274
Kaine Padly,Canada,50% Dark Bites,2023-03-04,8798.99,99,3,2023,88.87868686868687
Karlen McCaffrey,Canada,Organic Choco Syrup,2023-07-15,2466.59,309,7,2023,7.982491909385113
Kaine Padly,UK,Peanut Butter Cubes,2023-05-11,6564.2,92,5,2023,71.35
Karlen McCaffrey,USA,Milk Bars,2023-01-27,4764.56,7,1,2023,680.6514285714286
Karlen McCaffrey,India,Orange Choco,2023-06-27,3172.08,153,6,2023,20.73254901960784
Ches Bonnell,India,Smooth Sliky Salty,2023-08-03,8062.0,20,8,2023,403.1
Wilone O'Kielt,New Zealand,Mint Chip Choco,2023-08-19,12382.41,245,8,2023,50.54044897959184
Wilone O'Kielt,Australia,Fruit & Nut Bars,2023-06-15,413.6,111,6,2023,3.7261261261261263
Dennison Crosswaite,UK,Peanut Butter Cubes,2023-02-07,10186.18,154,2,2023,66.14402597402598
Karlen McCaffrey,Australia,Almond Choco,2023-07-08,7936.84,138,7,2023,57.513333333333335
Dennison Crosswaite,India,Milk Bars,2023-04-21,1712.72,93,4,2023,18.416344086021507
Ches Bonnell,UK,Mint Chip Choco,2023-04-08,3088.98,226,4,2023,13.668053097345133
Husein Augar,Australia,50% Dark Bites,2023-08-19,14953.43,51,8,2023,293.20450980392155
